Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Taj McWilliams-Franklin,F,33,26.6,8.4,3.7,7.1,51.9,0.1,0.2,40.0,0.9,1.2,75.0,5.4,2.5,1.0,1.4,2.0,2012
Tamera Young,F,33,24.4,8.2,3.5,8.3,42.3,0.0,0.0,0.0,1.2,2.0,60.6,3.7,1.4,1.0,0.2,1.4,2012
Jasmine Thomas,G,34,22.4,8.2,3.1,8.3,37.9,1.0,2.8,36.5,0.9,1.3,67.4,2.4,2.8,0.9,0.2,2.2,2012
Shekinna Stricklen,F,34,23.1,8.0,2.9,7.4,39.5,1.1,3.4,31.6,1.1,1.5,69.2,4.3,1.2,0.7,0.2,1.0,2012
Mistie McCray Bass,F,32,18.7,8.0,3.1,5.8,52.9,0.0,0.0,0.0,1.8,2.5,71.3,4.5,1.0,0.8,0.4,1.3,2012
Shameka Christon,F,34,20.4,7.9,2.4,6.8,35.8,1.6,4.6,34.2,1.5,1.9,78.1,2.0,1.3,0.5,0.5,0.6,2012
Matee Ajavon,G,33,21.6,7.9,2.5,8.3,29.9,0.9,3.1,30.1,2.0,2.5,82.7,1.8,2.0,1.6,0.2,2.0,2012
Tanisha Wright,G,32,29.8,7.9,2.8,7.4,37.3,0.3,1.6,19.2,2.1,2.4,85.9,3.0,4.4,1.2,0.1,2.7,2012
Shavonte Zellous,G,31,22.6,7.5,2.5,6.9,36.9,0.6,1.8,34.5,1.8,2.4,77.0,2.7,1.7,0.7,0.5,1.4,2012
Nicole Powell,F,34,27.1,7.0,2.6,6.3,41.6,1.4,3.6,38.8,0.4,0.4,86.7,4.3,1.4,1.3,0.4,1.4,2012
Candice Wiggins,G,34,21.8,6.8,2.1,5.8,36.0,1.7,4.3,39.7,0.9,1.1,86.5,2.1,2.0,0.7,0.1,1.8,2012
Allison Hightower,G,34,24.3,6.8,2.6,7.5,35.2,0.5,2.2,23.7,0.9,1.0,91.4,2.3,2.5,1.3,0.1,1.4,2012
Katie Smith,G,34,27.0,6.7,2.3,5.5,41.2,1.3,3.2,40.0,0.9,1.1,83.8,2.7,2.1,0.6,0.1,1.5,2012
Jessica Davenport,C,34,14.9,6.7,2.5,5.3,46.9,0.0,0.1,33.3,1.8,2.4,74.1,3.4,0.6,0.7,0.8,1.5,2012
Kara Braxton,F,34,15.8,6.6,3.0,6.2,48.1,0.0,0.1,20.0,0.5,1.2,45.0,4.5,1.1,0.5,0.6,2.2,2012
Alexis Hornbuckle,G,34,25.4,6.5,2.5,7.6,33.5,0.8,2.4,32.5,0.7,1.1,60.5,4.2,2.0,1.2,0.5,2.1,2012
Leilani Mitchell,G,34,26.7,6.5,2.3,5.7,40.9,1.6,3.8,41.1,0.3,0.4,75.0,2.5,3.0,1.0,0.1,1.6,2012
Noelle Quinn,G,30,22.2,6.5,2.4,6.1,39.6,1.0,2.6,40.3,0.6,0.9,73.1,2.9,1.8,0.7,0.2,1.0,2012
Kia Vaughn,C,31,22.9,6.4,2.9,6.7,43.0,0.0,0.0,0.0,0.7,1.0,65.6,5.0,0.9,0.5,0.8,1.0,2012
Krystal Thomas,C,29,26.6,6.4,2.6,5.4,48.4,0.0,0.0,0.0,1.1,2.3,50.0,8.0,0.9,0.2,0.9,2.3,2012
Erin Phillips,G,29,21.1,6.1,2.1,5.5,39.0,1.0,2.2,43.8,0.9,1.0,86.2,2.8,2.2,0.8,0.1,1.2,2012
Michelle Snow,C,32,20.1,5.9,2.5,4.8,52.3,0.0,0.0,0.0,0.9,1.1,77.8,5.4,0.6,0.6,0.8,1.7,2012
Shenise Johnson,G,34,17.0,5.6,2.0,5.5,36.4,0.6,1.5,41.2,1.0,1.2,85.4,3.9,1.4,0.8,0.2,1.1,2012
Jantel Lavender,F,34,14.4,5.6,2.4,4.7,50.6,0.0,0.0,0.0,0.8,0.9,84.4,3.9,0.5,0.3,0.5,1.1,2012
Devereaux Peters,F,30,14.2,5.3,2.0,3.6,56.0,0.0,0.0,0.0,1.2,1.7,70.6,3.8,1.1,0.5,0.8,1.3,2012
Tan White,G,31,16.0,5.0,1.8,4.6,39.9,0.9,2.2,40.3,0.5,0.6,83.3,1.6,1.1,1.0,0.2,1.2,2012
Sonja Petrovic,F,30,15.1,4.8,1.8,5.0,35.8,0.6,2.0,27.9,0.7,0.9,76.9,2.3,1.0,0.5,0.5,1.3,2012
Danielle McCray,G,28,13.9,4.8,1.4,4.4,31.5,0.7,2.1,33.3,1.3,1.5,90.2,2.0,1.2,0.6,0.0,1.0,2012
Ewelina Kobryn,C,33,13.3,4.8,1.7,4.1,41.2,0.3,0.8,37.0,1.1,1.5,72.0,2.4,0.5,0.5,0.4,1.2,2012
Aneika Henry-Morello,F,34,18.0,4.8,1.9,4.1,46.8,0.0,0.0,0.0,0.9,1.2,76.2,4.1,0.4,0.5,0.9,0.8,2012
Cathrine Kraayeveld,F,33,15.4,4.6,1.7,4.0,42.1,1.1,2.6,40.2,0.2,0.5,33.3,2.8,0.8,0.4,0.5,0.8,2012
Jeanette Pohlen-Mavunga,G,34,16.6,4.4,1.6,3.8,43.0,0.9,2.2,42.1,0.2,0.3,70.0,1.7,1.1,0.6,0.3,0.9,2012
Scholanda Dorrell,G,26,14.7,4.2,1.4,4.3,32.7,0.6,1.9,32.0,0.8,1.2,66.7,1.2,0.5,1.0,0.1,1.0,2012
Kayla Pedersen,F,27,23.3,4.2,1.6,5.5,29.7,0.1,0.4,25.0,0.9,1.4,59.0,4.4,1.6,1.0,0.5,1.3,2012
Kalana Greene,G,34,17.8,4.2,1.6,3.6,43.8,0.1,0.6,22.7,0.9,1.4,69.6,1.9,1.7,1.1,0.2,0.8,2012
Erlana Larkins,F,34,15.5,4.1,1.6,3.2,50.9,0.0,0.0,0.0,0.9,1.1,86.1,4.4,1.1,1.0,0.1,1.0,2012
Nakia Sanford,F,30,16.7,4.1,1.6,3.8,42.5,0.1,0.5,25.0,0.8,1.3,60.0,3.3,0.6,0.5,0.3,1.3,2012
Lindsay Wisdom-Hylton,F,34,14.7,4.0,1.8,3.7,48.0,0.0,0.0,0.0,0.4,0.6,73.7,2.9,0.9,0.7,0.8,1.2,2012
Carolyn Swords,C,30,11.1,4.0,1.7,3.0,57.1,0.0,0.0,0.0,0.5,0.7,68.2,3.2,0.3,0.4,0.5,0.6,2012
Tammy Sutton-Brown,C,33,16.7,3.9,1.5,3.5,42.2,0.0,0.0,0.0,1.0,1.2,80.0,2.8,0.7,0.7,0.8,0.7,2012
Jayne Appel-Marinelli,C,33,18.7,3.5,1.4,2.6,55.3,0.0,0.0,0.0,0.7,0.9,75.9,6.5,1.2,0.5,0.9,1.2,2012
Amber Harris,F,27,8.9,3.5,1.3,3.3,40.4,0.3,0.7,38.9,0.6,0.8,68.2,1.9,0.6,0.3,0.5,0.6,2012
Le'coe Willingham,F,33,18.5,3.5,1.2,3.9,31.3,0.6,2.2,27.4,0.4,0.7,60.9,2.9,0.9,0.5,0.1,1.7,2012
Natalie Novosel,G,31,9.9,3.2,1.1,3.3,33.7,0.3,1.3,22.0,0.7,0.9,75.9,1.3,0.7,0.5,0.1,0.6,2012
Chante Black,C,29,12.7,3.2,1.2,2.4,50.0,0.0,0.0,0.0,0.8,1.1,68.8,2.7,0.3,0.5,0.6,0.8,2012
Ashley Robinson,C,33,16.2,3.1,1.5,3.5,41.0,0.0,0.0,0.0,0.2,0.6,35.0,3.3,0.9,0.6,0.7,1.2,2012
Marissa Coleman,G,34,16.1,3.1,1.1,3.4,31.9,0.4,1.6,25.5,0.5,0.6,90.0,2.6,1.1,0.6,0.2,0.7,2012
Sasha Goodlett,C,26,7.4,3.1,1.3,2.8,44.6,0.0,0.0,0.0,0.5,0.8,70.0,1.6,0.2,0.3,0.3,0.3,2012
Avery Warley-Talbert,C,28,17.8,3.1,1.2,2.5,47.1,0.0,0.0,0.0,0.7,1.2,58.8,5.7,0.2,0.4,0.5,1.1,2012
April Sykes,G,30,8.6,3.1,1.1,2.9,37.9,0.6,1.6,37.5,0.3,0.5,53.3,1.1,0.6,0.3,0.1,0.5,2012
Kelsey Griffin,F,31,12.1,3.1,1.1,3.2,34.3,0.1,0.5,20.0,0.8,1.1,70.6,2.9,0.5,0.6,0.3,0.9,2012
DeMya Chakheia Walker,F,33,15.9,3.0,1.2,3.2,39.4,0.0,0.0,0.0,0.5,0.8,59.3,2.8,1.0,0.5,0.5,1.9,2012
Shannon Bobbitt,G,28,14.9,2.8,1.0,3.1,33.0,0.3,1.4,22.5,0.4,0.6,61.1,1.2,2.6,0.5,0.1,1.3,2012
Ruth Riley,C,33,14.4,2.7,1.1,2.9,37.9,0.2,0.5,27.8,0.3,0.4,78.6,2.4,1.0,0.7,0.6,0.8,2012
Alex Montgomery,F,26,8.1,2.5,0.9,2.5,37.5,0.3,0.9,34.8,0.3,0.4,72.7,1.8,0.4,0.6,0.1,0.5,2012
Ketia Swanier,G,34,11.4,2.2,0.8,2.4,31.7,0.1,0.9,16.7,0.6,0.8,73.1,1.4,1.9,0.4,0.0,1.2,2012
Erin Thorn,G,26,7.5,2.0,0.7,1.8,36.2,0.5,1.3,35.3,0.2,0.2,100.0,0.9,0.9,0.2,0.0,0.5,2012
Ziomara Morrison,C,30,5.5,2.0,0.7,1.7,42.3,0.2,0.3,60.0,0.3,0.4,81.8,1.2,0.1,0.1,0.1,0.4,2012
Tully Bevilaqua,G,28,5.6,0.2,0.1,0.4,16.7,0.0,0.3,12.5,0.0,0.1,50.0,0.3,0.4,0.3,0.0,0.3,2012
